               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.019189,           0.0092878,          0.00026561,             0.96977,             0.93993,             0.97941,             0.65529,            0.024287,            0.007653,          0.00087454,           0.0023275,           0.0023275,           0.0023275
                 157,            0.019183,             0.00911,          0.00015205,             0.98568,             0.93015,             0.97983,             0.65208,            0.024259,           0.0076971,          0.00088244,            0.002278,            0.002278,            0.002278
                 158,            0.019287,           0.0091292,          0.00021958,             0.98638,             0.92446,             0.97966,             0.64833,            0.024533,           0.0077454,          0.00087933,           0.0022285,           0.0022285,           0.0022285
                 159,            0.018936,           0.0092746,          0.00018863,             0.98312,             0.92885,             0.97738,              0.6502,            0.024458,            0.007712,          0.00096684,            0.002179,            0.002179,            0.002179
                 160,             0.01878,           0.0093001,          0.00017147,             0.98777,             0.91733,              0.9793,             0.64363,            0.024585,           0.0077073,           0.0010479,           0.0021295,           0.0021295,           0.0021295
                 161,            0.019122,           0.0090372,          0.00014374,             0.94852,             0.91651,             0.96259,             0.64338,            0.024667,           0.0077176,           0.0012329,             0.00208,             0.00208,             0.00208
                 162,            0.018986,           0.0091938,          0.00026066,             0.93904,             0.92554,             0.96366,             0.64328,            0.024647,           0.0077912,           0.0012488,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018667,           0.0090951,          0.00018385,             0.96915,             0.89798,             0.96083,             0.64201,            0.024603,           0.0078553,          0.00098444,            0.001981,            0.001981,            0.001981
                 164,            0.018692,           0.0090325,          0.00018149,             0.96079,              0.9231,             0.96082,             0.63835,            0.024423,           0.0078562,           0.0010955,           0.0019315,           0.0019315,           0.0019315
                 165,            0.018784,           0.0089514,          0.00014804,             0.97421,             0.94068,             0.97695,             0.64837,            0.024446,           0.0078663,           0.0011509,            0.001882,            0.001882,            0.001882
                 166,            0.018726,           0.0090234,          0.00018329,             0.98824,             0.89956,             0.96102,             0.64962,            0.024481,           0.0078476,           0.0010256,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018671,           0.0087836,          0.00010442,             0.96866,             0.95544,             0.98208,               0.654,            0.024462,           0.0078454,          0.00092976,            0.001783,            0.001783,            0.001783
                 168,            0.018437,           0.0091119,          0.00019965,             0.96714,             0.93934,             0.97974,              0.6553,            0.024307,             0.00789,          0.00094463,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018197,            0.008911,          0.00014879,             0.97142,             0.94181,             0.96747,              0.6503,            0.024101,            0.007918,          0.00095235,            0.001684,            0.001684,            0.001684
                 170,            0.018183,           0.0088208,          0.00015118,             0.97705,             0.93751,             0.96438,              0.6481,            0.024028,           0.0079185,            0.001082,           0.0016345,           0.0016345,           0.0016345
                 171,             0.01817,           0.0087954,          0.00016998,             0.97749,             0.93868,              0.9656,             0.64354,            0.024161,           0.0079273,            0.000985,            0.001585,            0.001585,            0.001585
                 172,            0.018371,           0.0089344,          0.00018545,             0.97166,             0.95813,             0.98082,              0.6493,            0.024284,           0.0079397,          0.00096574,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018238,           0.0088774,          0.00014668,             0.97128,             0.94097,             0.98191,             0.65317,            0.024494,           0.0079296,          0.00099002,            0.001486,            0.001486,            0.001486
                 174,            0.018487,           0.0090979,          0.00020529,             0.97657,             0.93645,             0.98091,             0.65253,             0.02449,           0.0079796,           0.0010691,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017951,           0.0086721,           0.0001315,             0.98323,             0.93702,             0.97961,             0.65776,             0.02466,           0.0080321,            0.001121,            0.001387,            0.001387,            0.001387
                 176,            0.017731,            0.008713,          0.00011549,             0.98162,             0.93734,             0.97492,             0.64868,            0.024638,           0.0080135,           0.0011578,           0.0013375,           0.0013375,           0.0013375
                 177,             0.01777,           0.0087132,          0.00010756,             0.97971,             0.93647,             0.96271,             0.64784,            0.024585,           0.0080419,           0.0011053,            0.001288,            0.001288,            0.001288
                 178,            0.017833,           0.0084872,          0.00013824,               0.983,             0.93216,             0.97872,             0.65496,            0.024397,           0.0080385,            0.001067,           0.0012385,           0.0012385,           0.0012385
                 179,            0.017685,            0.008746,          0.00011973,             0.98353,             0.93124,             0.97755,             0.65544,            0.024276,           0.0080519,           0.0010598,            0.001189,            0.001189,            0.001189
                 180,            0.017835,           0.0087904,          0.00013131,             0.98299,             0.93505,             0.97886,             0.65655,            0.024259,           0.0080532,           0.0010139,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017871,           0.0088394,          0.00015236,             0.98377,             0.91232,             0.96301,             0.65716,            0.024189,           0.0080697,           0.0010137,             0.00109,             0.00109,             0.00109
                 182,            0.017861,           0.0086203,          0.00015581,             0.98333,             0.91282,             0.96195,             0.65777,            0.024158,           0.0081144,           0.0011272,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017393,           0.0086298,           0.0001058,             0.98437,             0.93566,             0.97781,             0.65444,            0.024242,            0.008077,            0.001117,            0.000991,            0.000991,            0.000991
                 184,            0.017585,           0.0086025,          0.00016395,             0.98498,             0.93603,             0.97783,             0.65633,            0.024304,           0.0080563,           0.0011425,           0.0009415,           0.0009415,           0.0009415
                 185,            0.017211,           0.0084872,          0.00013184,              0.9867,             0.93834,             0.97726,             0.65901,            0.024366,           0.0080391,           0.0011369,            0.000892,            0.000892,            0.000892
                 186,            0.017478,           0.0086146,          0.00022681,             0.98444,             0.93621,             0.97718,             0.65774,            0.024409,           0.0080377,           0.0011574,           0.0008425,           0.0008425,           0.0008425
                 187,            0.017336,           0.0085136,          0.00014905,             0.98904,             0.94003,             0.97815,             0.65672,            0.024432,            0.008019,           0.0012407,            0.000793,            0.000793,            0.000793
                 188,            0.017051,           0.0084674,          0.00016321,             0.98403,              0.9372,             0.97815,             0.65804,            0.024477,            0.007992,           0.0013052,           0.0007435,           0.0007435,           0.0007435
                 189,            0.017043,           0.0084742,          0.00011428,             0.98523,              0.9372,             0.97954,             0.65679,            0.024517,           0.0080355,           0.0012506,            0.000694,            0.000694,            0.000694
                 190,            0.017294,           0.0083537,          0.00023038,             0.98571,              0.9372,             0.97952,             0.65533,            0.024546,           0.0080878,           0.0011204,           0.0006445,           0.0006445,           0.0006445
                 191,             0.01707,           0.0085374,          0.00020447,             0.98667,             0.93636,             0.97944,             0.65478,             0.02456,           0.0081346,           0.0010654,            0.000595,            0.000595,            0.000595
                 192,            0.016968,           0.0085488,          0.00019619,             0.98696,             0.93414,             0.97986,             0.65752,            0.024562,           0.0081439,           0.0010861,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016899,             0.00856,          0.00011349,             0.98575,             0.93574,             0.98067,             0.65221,            0.024626,           0.0081243,           0.0011649,            0.000496,            0.000496,            0.000496
                 194,            0.016656,           0.0083693,          0.00018617,             0.96638,             0.91956,             0.96333,             0.65322,            0.024652,            0.008151,           0.0012407,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01673,           0.0085411,          0.00013713,             0.96834,             0.91937,              0.9627,             0.64962,            0.024636,           0.0081804,           0.0012161,            0.000397,            0.000397,            0.000397
                 196,            0.016794,           0.0084352,          0.00014984,             0.97011,             0.91895,             0.96454,             0.65063,            0.024662,           0.0081804,           0.0012042,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016813,            0.008347,          7.9437e-05,             0.96542,             0.91937,             0.96456,             0.65152,            0.024692,           0.0082045,           0.0011853,            0.000298,            0.000298,            0.000298
                 198,            0.016803,           0.0085251,          0.00014625,             0.96535,             0.91937,             0.96481,             0.64554,            0.024697,           0.0082315,           0.0011812,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01673,           0.0084988,          8.8284e-05,             0.96707,             0.91582,             0.96551,             0.64748,            0.024702,            0.008236,           0.0011751,            0.000199,            0.000199,            0.000199
